"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2039",2329171,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2040",2362134,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2041",2394824,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2042",2427389,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2043",2460027,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2044",2492901,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2045",2526116,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2046",2559732,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2047",2593778,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2048",2628257,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2049",2663083,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2050",2698134,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2051",2733336,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2052",2768716,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2053",2804347,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2054",2840271,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2055",2876507,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2056",2913109,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2057",2950226,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2058",2988052,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2059",3026704,
"SAU","GDPLTFORECAST","TOT","MLN_USD","A","2060",3066183,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2020",37420811.1362839,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2021",39550117.3961848,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2022",41000735.3537245,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2023",41761130,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2024",42336230,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2025",42877140,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2026",43423660,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2027",43982810,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2028",44552640,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2029",45127220,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2030",45702470,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2031",46276420,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2032",46847990,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2033",47417520,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2034",47985660,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2035",48553320,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2036",49121730,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2037",49692170,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2038",50265770,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2039",50843360,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2040",51425670,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2041",52013500,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2042",52607510,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2043",53207880,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2044",53814260,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2045",54426280,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2046",55044160,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2047",55668760,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2048",56300770,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2049",56940900,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2050",57590020,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2051",58249200,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2052",58918590,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2053",59598240,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2054",60287990,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2055",60987980,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2056",61698970,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2057",62421950,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2058",63157440,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2059",63905830,
"G7M","GDPLTFORECAST","TOT","MLN_USD","A","2060",64667720,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2020",144962.733150917,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2021",150536.579679743,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2022",157215.627387108,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2023",163627.2,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2024",168869.6,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2025",173311.8,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2026",177133.6,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2027",180443.3,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2028",183348.8,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2029",185920.8,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2030",188211.1,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2031",190254.4,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2032",192073.3,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2033",193680.3,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2034",195085.7,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2035",196310.1,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2036",197375.5,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2037",198297.7,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2038",199086.2,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2039",199747.9,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2040",200299.1,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2041",200760.7,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2042",201147.5,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2043",201468.1,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2044",201728.2,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2045",201937.9,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2046",202110.8,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2047",202256.9,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2048",202385.4,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2049",202506.5,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2050",202637.5,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2051",202802.2,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2052",203021.3,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2053",203319.5,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2054",203719.4,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2055",204244.4,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2056",204912,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2057",205724.4,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2058",206666.7,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2059",207705.7,
"BGR","GDPLTFORECAST","TOT","MLN_USD","A","2060",208804.8,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2020",503107.059095037,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2021",533237.125572346,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2022",557651.380284164,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2023",581355.7,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2024",601823.5,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2025",619778.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2026",635585.1,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2027",649508.7,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2028",661859.5,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2029",672801,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2030",682454.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2031",690918.6,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2032",698279.7,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2033",704630.5,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2034",710045.7,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2035",714591.5,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2036",718343.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2037",721394.2,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2038",723856.1,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2039",725835.2,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2040",727423.6,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2041",728698.9,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2042",729733,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2043",730577.2,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2044",731254.8,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2045",731776.5,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2046",732163.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2047",732466.2,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2048",732753.8,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2049",733094.8,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2050",733554.1,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2051",734197.4,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2052",735099.4,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2053",736336.1,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2054",737966.7,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2055",740025.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2056",742517.2,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2057",745419.4,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2058",748674.3,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2059",752203.9,
"ROU","GDPLTFORECAST","TOT","MLN_USD","A","2060",755933.8,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2020",89940512.5329055,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2021",95638954.641749,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2022",100145159.330869,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2023",104013100,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2024",107565900,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2025",110985200,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2026",114343600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2027",117674600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2028",120995100,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2029",124303500,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2030",127596000,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2031",130868400,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2032",134117100,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2033",137338100,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2034",140526100,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2035",143676600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2036",146786500,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2037",149855600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2038",152885300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2039",155877300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2040",158833900,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2041",161758600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2042",164654800,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2043",167526900,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2044",170378300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2045",173212600,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2046",176034700,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2047",178852300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2048",181674200,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2049",184508900,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2050",187363200,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2051",190243400,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2052",193153300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2053",196095800,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2054",199071500,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2055",202080300,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2056",205123500,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2057",208203900,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2058",211324500,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2059",214487000,
"G20","GDPLTFORECAST","TOT","MLN_USD","A","2060",217692400,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2020",13972174.2832511,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2021",14575418.0639566,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2022",15227218.498568,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2023",15550260,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2024",15772670,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2025",15966920,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2026",16154150,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2027",16339340,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2028",16524530,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2029",16708630,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2030",16891000,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2031",17071630,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2032",17250320,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2033",17427350,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2034",17603080,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2035",17777920,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2036",17952380,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2037",18126490,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2038",18300420,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2039",18474320,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2040",18648490,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2041",18823410,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2042",18999430,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2043",19177100,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2044",19357070,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2045",19540080,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2046",19726980,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2047",19918210,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2048",20114360,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2049",20316040,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2050",20523920,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2051",20738650,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2052",20960420,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2053",21189410,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2054",21425870,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2055",21670210,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2056",21922820,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2057",22183620,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2058",22452220,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2059",22728140,
"EA17","GDPLTFORECAST","TOT","MLN_USD","A","2060",23010920,
